task_id,optimizer_id,seed,level_3,n_trials,n_function_calls,trial_info__config,trial_info__instance,trial_info__seed,trial_info__budget,trial_info__normalized_budget,trial_info__name,trial_info__checkpoint,trial_value__cost,trial_value__time,trial_value__virtual_time,trial_value__status,trial_value__starttime,trial_value__endtime,benchmark_id,task_type,subset_id,task.optimization_resources.n_trials,trial_value__cost_raw,trial_value__cost_inc,time,experiment_id
blackbox/20/dev/hpobench/blackbox/tabular/ml/xgboost/146212,SMAC20_ProximityLCB_k10,6,16,17,17,"[0.8999999761581421, 0.0021094917319715023, 3.0, 219.45445251464844]",None,1687321482,None,None,None,None,1.1610356437952163e-05,0.03993415832519531,1308.6383913786835,1,1789376731.1583369,1789376731.198271,HPOBench,blackbox,dev,100,1.1610356437952163e-05,0.0,13547.902559848882,0
blackbox/20/dev/hpobench/blackbox/tabular/ml/xgboost/146212,SMAC20_ProximityLCB_k10,6,17,18,18,"[0.20000000298023224, 0.4629373550415039, 50.0, 0.004556754138320684]",None,1687321482,None,None,None,None,3.483106931383429e-05,0.04009747505187988,639.4784749840578,1,1789376731.2414446,1789376731.281542,HPOBench,blackbox,dev,100,3.483106931383429e-05,0.0,14187.464142542825,0
blackbox/20/dev/hpobench/blackbox/tabular/ml/xgboost/146212,SMAC20_ProximityLCB_k10,6,18,19,19,"[0.4000000059604645, 0.02126234397292137, 3.0, 2.1601195335388184]",None,1687321482,None,None,None,None,1.1610356437952163e-05,0.039403438568115234,640.1124626429505,1,1789376731.2907534,1789376731.3301568,HPOBench,blackbox,dev,100,1.1610356437952163e-05,0.0,14827.62591396263,0
blackbox/20/dev/hpobench/blackbox/tabular/ml/xgboost/146212,SMAC20_ProximityLCB_k10,6,19,20,20,"[0.800000011920929, 0.045929204672575, 13.0, 0.09921256452798843]",None,1687321482,None,None,None,None,2.3220712875904325e-05,0.03940153121948242,794.2674281659974,1,1789376731.3396235,1789376731.379025,HPOBench,blackbox,dev,100,2.3220712875904325e-05,0.0,15621.942212215297,0
blackbox/20/dev/hpobench/blackbox/tabular/ml/xgboost/146212,SMAC20_ProximityLCB_k10,6,20,21,21,"[0.6000000238418579, 0.009843133389949799, 32.0, 0.4629373550415039]",None,1687321482,None,None,None,None,2.3220712875904325e-05,0.039815425872802734,714.1381154123201,1,1789376731.4292622,1789376731.4690776,HPOBench,blackbox,dev,100,2.3220712875904325e-05,0.0,16336.169966337638,0
blackbox/20/dev/hpobench/blackbox/tabular/ml/xgboost/146212,SMAC20_ProximityLCB_k10,6,21,22,22,"[0.5, 0.09921256452798843, 1.0, 10.079368591308594]",None,1687321482,None,None,None,None,2.3220712875882123e-05,0.04005026817321777,609.0770759645357,1,1789376731.4782312,1789376731.5182815,HPOBench,blackbox,dev,100,2.3220712875882123e-05,0.0,16945.296011332553,0
blackbox/20/dev/hpobench/blackbox/tabular/ml/xgboost/146212,SMAC20_ProximityLCB_k10,6,22,23,23,"[0.20000000298023224, 0.0009765625, 13.0, 0.004556754138320684]",None,1687321482,None,None,None,None,3.483106931383429e-05,0.042815446853637695,632.1339486931641,1,1789376731.528051,1789376731.5708663,HPOBench,blackbox,dev,100,3.483106931383429e-05,0.0,17577.47977973359,0
blackbox/20/dev/hpobench/blackbox/tabular/ml/xgboost/146212,SMAC20_ProximityLCB_k10,6,23,24,24,"[1.0, 1.0, 5.0, 219.45445251464844]",None,1687321482,None,None,None,None,3.483106931383429e-05,0.04501700401306152,1607.5485023354372,1,1789376731.5829327,1789376731.6279497,HPOBench,blackbox,dev,100,3.483106931383429e-05,0.0,19185.08316388017,0
blackbox/20/dev/hpobench/blackbox/tabular/ml/xgboost/146212,SMAC20_ProximityLCB_k10,6,24,25,25,"[1.0, 0.009843133389949799, 20.0, 47.0315055847168]",None,1687321482,None,None,None,None,2.3220712875904325e-05,0.04417538642883301,1271.1237657132997,1,1789376731.6406097,1789376731.6847851,HPOBench,blackbox,dev,100,2.3220712875904325e-05,0.0,20456.26460662403,0
blackbox/20/dev/hpobench/blackbox/tabular/ml/xgboost/146212,SMAC20_ProximityLCB_k10,6,25,26,26,"[0.8999999761581421, 0.09921256452798843, 8.0, 10.079368591308594]",None,1687321482,None,None,None,None,2.3220712875904325e-05,0.04331207275390625,952.4187595907106,1,1789376733.5520673,1789376733.5953794,HPOBench,blackbox,dev,100,2.3220712875904325e-05,0.0,21410.594823753345,0
blackbox/20/dev/hpobench/blackbox/tabular/ml/xgboost/146212,SMAC20_ProximityLCB_k10,6,26,27,27,"[0.6000000238418579, 0.21431098878383636, 8.0, 10.079368591308594]",None,1687321482,None,None,None,None,2.3220712875904325e-05,0.0393068790435791,819.70198965701,1,1789376733.6063645,1789376733.6456714,HPOBench,blackbox,dev,100,2.3220712875904325e-05,0.0,22230.35111061914,0
blackbox/20/dev/hpobench/blackbox/tabular/ml/xgboost/146212,SMAC20_ProximityLCB_k10,6,27,28,28,"[0.6000000238418579, 0.21431098878383636, 8.0, 2.1601195335388184]",None,1687321482,None,None,None,None,0.0,0.03943753242492676,736.5532875061035,1,1789376733.6549997,1789376733.6944373,HPOBench,blackbox,dev,100,0.0,0.0,22966.953033369613,0
blackbox/20/dev/hpobench/blackbox/tabular/ml/xgboost/146212,SMAC20_ProximityLCB_k10,6,28,29,29,"[0.20000000298023224, 0.0009765625, 1.0, 0.4629373550415039]",None,1687321482,None,None,None,None,4.6441425751786444e-05,0.03929901123046875,505.7921264297273,1,1789376733.7040465,1789376733.7433455,HPOBench,blackbox,dev,100,4.6441425751786444e-05,0.0,23472.794206554176,0
blackbox/20/dev/hpobench/blackbox/tabular/ml/xgboost/146212,SMAC20_ProximityLCB_k10,6,29,30,30,"[0.10000000149011612, 0.21431098878383636, 32.0, 10.079368591308594]",None,1687321482,None,None,None,None,3.483106931383429e-05,0.039627790451049805,705.4153786991915,1,1789376733.753428,1789376733.7930558,HPOBench,blackbox,dev,100,3.483106931383429e-05,0.0,24178.25896674789,0
blackbox/20/dev/hpobench/blackbox/tabular/ml/xgboost/146212,SMAC20_ProximityLCB_k10,6,30,31,31,"[0.800000011920929, 0.21431098878383636, 8.0, 10.079368591308594]",None,1687321482,None,None,None,None,2.3220712875904325e-05,0.03933310508728027,908.7612474027528,1,1789376733.8031611,1789376733.8424942,HPOBench,blackbox,dev,100,2.3220712875904325e-05,0.0,25087.069947312568,0
blackbox/20/dev/hpobench/blackbox/tabular/ml/xgboost/146212,SMAC20_ProximityLCB_k10,6,31,32,32,"[0.699999988079071, 0.21431098878383636, 8.0, 10.079368591308594]",None,1687321482,None,None,None,None,1.1610356437952163e-05,0.04357552528381348,857.5225290091462,1,1789376733.8549476,1789376733.898523,HPOBench,blackbox,dev,100,1.1610356437952163e-05,0.0,25944.644262744445,0
blackbox/20/dev/hpobench/blackbox/tabular/ml/xgboost/146212,SMAC20_ProximityLCB_k10,6,32,33,33,"[1.0, 0.09921256452798843, 8.0, 10.079368591308594]",None,1687321482,None,None,None,None,2.3220712875904325e-05,0.04450106620788574,1008.3100826803102,1,1789376733.9103081,1789376733.9548092,HPOBench,blackbox,dev,100,2.3220712875904325e-05,0.0,26953.009705980403,0
blackbox/20/dev/hpobench/blackbox/tabular/ml/xgboost/146212,SMAC20_ProximityLCB_k10,6,33,34,34,"[0.6000000238418579, 0.02126234397292137, 5.0, 2.1601195335388184]",None,1687321482,None,None,None,None,0.0,0.03993511199951172,732.3455808162689,1,1789376735.9215424,1789376735.9614775,HPOBench,blackbox,dev,100,0.0,0.0,27687.36652108012,0
blackbox/20/dev/hpobench/blackbox/tabular/ml/xgboost/146212,SMAC20_ProximityLCB_k10,6,34,35,35,"[0.6000000238418579, 0.009843133389949799, 3.0, 2.1601195335388184]",None,1687321482,None,None,None,None,1.1610356437952163e-05,0.03924393653869629,722.6174441607423,1,1789376735.9727905,1789376736.0120344,HPOBench,blackbox,dev,100,1.1610356437952163e-05,0.0,28410.03521331444,0
blackbox/20/dev/hpobench/blackbox/tabular/ml/xgboost/146212,SMAC20_ProximityLCB_k10,6,35,36,36,"[0.6000000238418579, 0.009843133389949799, 5.0, 2.1601195335388184]",None,1687321482,None,None,None,None,0.0,0.0391385555267334,725.7851047515869,1,1789376736.023875,1789376736.0630136,HPOBench,blackbox,dev,100,0.0,0.0,29135.87140258446,0
blackbox/20/dev/hpobench/blackbox/tabular/ml/xgboost/146212,SMAC20_ProximityLCB_k10,6,36,37,37,"[0.6000000238418579, 0.004556754138320684, 3.0, 2.1601195335388184]",None,1687321482,None,None,None,None,1.1610356437952163e-05,0.03902721405029297,715.1638394625611,1,1789376736.07333,1789376736.1123571,HPOBench,blackbox,dev,100,1.1610356437952163e-05,0.0,29851.084696974467,0
blackbox/20/dev/hpobench/blackbox/tabular/ml/xgboost/146212,SMAC20_ProximityLCB_k10,6,37,38,38,"[0.6000000238418579, 0.009843133389949799, 8.0, 2.1601195335388184]",None,1687321482,None,None,None,None,0.0,0.0388636589050293,737.8522329330444,1,1789376736.1256402,1789376736.1645038,HPOBench,blackbox,dev,100,0.0,0.0,30588.98924013586,0
blackbox/20/dev/hpobench/blackbox/tabular/ml/xgboost/146212,SMAC20_ProximityLCB_k10,6,38,39,39,"[0.6000000238418579, 0.004556754138320684, 5.0, 2.1601195335388184]",None,1687321482,None,None,None,None,0.0,0.043163299560546875,726.5972535610199,1,1789376736.1822217,1789376736.225385,HPOBench,blackbox,dev,100,0.0,0.0,31315.64307519407,0
blackbox/20/dev/hpobench/blackbox/tabular/ml/xgboost/146212,SMAC20_ProximityLCB_k10,6,39,40,40,"[0.6000000238418579, 0.21431098878383636, 5.0, 2.1601195335388184]",None,1687321482,None,None,None,None,0.0,0.043509721755981445,725.5808808803558,1,1789376736.261679,1789376736.3051887,HPOBench,blackbox,dev,100,0.0,0.0,32041.303413357447,0
blackbox/20/dev/hpobench/blackbox/tabular/ml/xgboost/146212,SMAC20_ProximityLCB_k10,6,40,41,41,"[0.6000000238418579, 0.4629373550415039, 3.0, 2.1601195335388184]",None,1687321482,None,None,None,None,1.1610356437952163e-05,0.0400538444519043,715.6981867583222,1,1789376736.3177655,1789376736.3578193,HPOBench,blackbox,dev,100,1.1610356437952163e-05,0.0,32757.057686655993,0
blackbox/20/dev/hpobench/blackbox/tabular/ml/xgboost/146212,SMAC20_ProximityLCB_k10,6,41,42,42,"[0.6000000238418579, 0.0009765625, 8.0, 2.1601195335388184]",None,1687321482,None,None,None,None,0.0,0.03932833671569824,737.6495041847229,1,1789376738.4880292,1789376738.5273576,HPOBench,blackbox,dev,100,0.0,0.0,33496.87745460796,0
blackbox/20/dev/hpobench/blackbox/tabular/ml/xgboost/146212,SMAC20_ProximityLCB_k10,6,42,43,43,"[1.0, 0.0009765625, 5.0, 0.004556754138320684]",None,1687321482,None,None,None,None,2.3220712875904325e-05,0.03940010070800781,846.4080271783723,1,1789376738.5387714,1789376738.5781715,HPOBench,blackbox,dev,100,2.3220712875904325e-05,0.0,34343.33622393569,0
blackbox/20/dev/hpobench/blackbox/tabular/ml/xgboost/146212,SMAC20_ProximityLCB_k10,6,43,44,44,"[0.6000000238418579, 0.0021094917319715023, 8.0, 2.1601195335388184]",None,1687321482,None,None,None,None,0.0,0.03929758071899414,734.6818051338196,1,1789376738.590872,1789376738.6301696,HPOBench,blackbox,dev,100,0.0,0.0,35078.07012972792,0
blackbox/20/dev/hpobench/blackbox/tabular/ml/xgboost/146212,SMAC20_ProximityLCB_k10,6,44,45,45,"[0.699999988079071, 1.0, 13.0, 47.0315055847168]",None,1687321482,None,None,None,None,2.3220712875904325e-05,0.03903007507324219,1090.1873068872346,1,1789376738.6412923,1789376738.6803224,HPOBench,blackbox,dev,100,2.3220712875904325e-05,0.0,36168.30785689943,0
blackbox/20/dev/hpobench/blackbox/tabular/ml/xgboost/146212,SMAC20_ProximityLCB_k10,6,45,46,46,"[0.6000000238418579, 0.045929204672575, 8.0, 2.1601195335388184]",None,1687321482,None,None,None,None,0.0,0.03929710388183594,731.8572483062744,1,1789376738.6911469,1789376738.730444,HPOBench,blackbox,dev,100,0.0,0.0,36900.21495972269,0
blackbox/20/dev/hpobench/blackbox/tabular/ml/xgboost/146212,SMAC20_ProximityLCB_k10,6,46,47,47,"[0.6000000238418579, 0.02126234397292137, 8.0, 2.1601195335388184]",None,1687321482,None,None,None,None,0.0,0.03950786590576172,731.5209815502167,1,1789376738.7420785,1789376738.7815864,HPOBench,blackbox,dev,100,0.0,0.0,37631.78687296503,0
blackbox/20/dev/hpobench/blackbox/tabular/ml/xgboost/146212,SMAC20_ProximityLCB_k10,6,47,48,48,"[0.6000000238418579, 1.0, 8.0, 2.1601195335388184]",None,1687321482,None,None,None,None,0.0,0.0391697883605957,738.1417860984802,1,1789376738.7942512,1789376738.833421,HPOBench,blackbox,dev,100,0.0,0.0,38369.98083172434,0
blackbox/20/dev/hpobench/blackbox/tabular/ml/xgboost/146212,SMAC20_ProximityLCB_k10,6,48,49,49,"[0.10000000149011612, 0.004556754138320684, 3.0, 0.0009765625]",None,1687321482,None,None,None,None,2.3220712875904325e-05,0.04378032684326172,559.9563424650087,1,1789376738.8454347,1789376738.889215,HPOBench,blackbox,dev,100,2.3220712875904325e-05,0.0,38929.98835765149,0
blackbox/20/dev/hpobench/blackbox/tabular/ml/xgboost/146212,SMAC20_ProximityLCB_k10,6,49,50,50,"[0.6000000238418579, 0.09921256452798843, 8.0, 2.1601195335388184]",None,1687321482,None,None,None,None,0.0,0.0397334098815918,736.2380096912384,1,1789376741.2763815,1789376741.316115,HPOBench,blackbox,dev,100,0.0,0.0,39668.657314169664,0
blackbox/20/dev/hpobench/blackbox/tabular/ml/xgboost/146212,SMAC20_ProximityLCB_k10,6,50,51,51,"[0.20000000298023224, 0.0021094917319715023, 50.0, 0.4629373550415039]",None,1687321482,None,None,None,None,3.483106931383429e-05,0.03873467445373535,629.4875825737794,1,1789376741.3325722,1789376741.371307,HPOBench,blackbox,dev,100,3.483106931383429e-05,0.0,40298.20108747258,0
blackbox/20/dev/hpobench/blackbox/tabular/ml/xgboost/146212,SMAC20_ProximityLCB_k10,6,51,52,52,"[0.6000000238418579, 0.02126234397292137, 50.0, 2.1601195335388184]",None,1687321482,None,None,None,None,0.0,0.0415191650390625,736.063726902008,1,1789376741.4020164,1789376741.4435356,HPOBench,blackbox,dev,100,0.0,0.0,41034.334258554125,0
blackbox/20/dev/hpobench/blackbox/tabular/ml/xgboost/146212,SMAC20_ProximityLCB_k10,6,52,53,53,"[0.20000000298023224, 1.0, 13.0, 0.0009765625]",None,1687321482,None,None,None,None,3.483106931383429e-05,0.03884434700012207,631.0706788395722,1,1789376741.4560318,1789376741.4948761,HPOBench,blackbox,dev,100,3.483106931383429e-05,0.0,41665.45895279172,0
blackbox/20/dev/hpobench/blackbox/tabular/ml/xgboost/146212,SMAC20_ProximityLCB_k10,6,53,54,54,"[0.8999999761581421, 0.004556754138320684, 32.0, 2.1601195335388184]",None,1687321482,None,None,None,None,2.3220712875904325e-05,0.03909492492675781,859.2695658269777,1,1789376741.50734,1789376741.5464349,HPOBench,blackbox,dev,100,2.3220712875904325e-05,0.0,42524.77982677376,0
blackbox/20/dev/hpobench/blackbox/tabular/ml/xgboost/146212,SMAC20_ProximityLCB_k10,6,54,55,55,"[0.30000001192092896, 0.21431098878383636, 50.0, 0.02126234397292137]",None,1687321482,None,None,None,None,5.805178218973861e-05,0.038639068603515625,635.3742925085756,1,1789376741.5584507,1789376741.5970898,HPOBench,blackbox,dev,100,5.805178218973861e-05,0.0,43160.20523002681,0
blackbox/20/dev/hpobench/blackbox/tabular/ml/xgboost/146212,SMAC20_ProximityLCB_k10,6,55,56,56,"[0.6000000238418579, 0.09921256452798843, 8.0, 0.004556754138320684]",None,1687321482,None,None,None,None,2.3220712875904325e-05,0.038808345794677734,717.1801698270692,1,1789376741.6084208,1789376741.6472292,HPOBench,blackbox,dev,100,2.3220712875904325e-05,0.0,43877.43537000388,0
blackbox/20/dev/hpobench/blackbox/tabular/ml/xgboost/146212,SMAC20_ProximityLCB_k10,6,56,57,57,"[0.20000000298023224, 0.0021094917319715023, 1.0, 219.45445251464844]",None,1687321482,None,None,None,None,0.0004760246139556612,0.0385284423828125,532.213694105217,1,1789376741.6606843,1789376741.6992128,HPOBench,blackbox,dev,100,0.0004760246139556612,0.0,44409.7013276074,0
blackbox/20/dev/hpobench/blackbox/tabular/ml/xgboost/146212,SMAC20_ProximityLCB_k10,6,57,58,58,"[0.6000000238418579, 0.02126234397292137, 13.0, 2.1601195335388184]",None,1687321482,None,None,None,None,0.0,0.04025983810424805,733.2083377838135,1,1789376744.1585026,1789376744.1987624,HPOBench,blackbox,dev,100,0.0,0.0,45145.407483622796,0
blackbox/20/dev/hpobench/blackbox/tabular/ml/xgboost/146212,SMAC20_ProximityLCB_k10,6,58,59,59,"[0.5, 0.0021094917319715023, 20.0, 0.02126234397292137]",None,1687321482,None,None,None,None,2.3220712875904325e-05,0.038945913314819336,693.5372524324312,1,1789376744.2123566,1789376744.2513025,HPOBench,blackbox,dev,100,2.3220712875904325e-05,0.0,45838.99859004388,0
blackbox/20/dev/hpobench/blackbox/tabular/ml/xgboost/146212,SMAC20_ProximityLCB_k10,6,59,60,60,"[0.4000000059604645, 0.0021094917319715023, 20.0, 0.4629373550415039]",None,1687321482,None,None,None,None,3.4831069313856486e-05,0.03884530067443848,651.4905485009035,1,1789376744.2651732,1789376744.3040185,HPOBench,blackbox,dev,100,3.4831069313856486e-05,0.0,46490.54195517419,0
blackbox/20/dev/hpobench/blackbox/tabular/ml/xgboost/146212,SMAC20_ProximityLCB_k10,6,60,61,61,"[0.6000000238418579, 0.02126234397292137, 32.0, 2.1601195335388184]",None,1687321482,None,None,None,None,0.0,0.0389399528503418,742.3043291568756,1,1789376744.3163679,1789376744.3553078,HPOBench,blackbox,dev,100,0.0,0.0,47232.89747899888,0
blackbox/20/dev/hpobench/blackbox/tabular/ml/xgboost/146212,SMAC20_ProximityLCB_k10,6,61,62,62,"[0.6000000238418579, 0.02126234397292137, 20.0, 2.1601195335388184]",None,1687321482,None,None,None,None,0.0,0.0389406681060791,740.8969712257385,1,1789376744.368132,1789376744.4070728,HPOBench,blackbox,dev,100,0.0,0.0,47973.84621447442,0
blackbox/20/dev/hpobench/blackbox/tabular/ml/xgboost/146212,SMAC20_ProximityLCB_k10,6,62,63,63,"[0.6000000238418579, 0.4629373550415039, 32.0, 2.1601195335388184]",None,1687321482,None,None,None,None,0.0,0.03898429870605469,745.8990881443024,1,1789376744.4206276,1789376744.459612,HPOBench,blackbox,dev,100,0.0,0.0,48719.797798098305,0
blackbox/20/dev/hpobench/blackbox/tabular/ml/xgboost/146212,SMAC20_ProximityLCB_k10,6,63,64,64,"[0.699999988079071, 1.0, 3.0, 0.0009765625]",None,1687321482,None,None,None,None,2.3220712875882123e-05,0.03884744644165039,740.5795650545015,1,1789376744.4716718,1789376744.5105193,HPOBench,blackbox,dev,100,2.3220712875882123e-05,0.0,49460.4284073785,0
blackbox/20/dev/hpobench/blackbox/tabular/ml/xgboost/146212,SMAC20_ProximityLCB_k10,6,64,65,65,"[0.6000000238418579, 0.0021094917319715023, 5.0, 2.1601195335388184]",None,1687321482,None,None,None,None,0.0,0.039153099060058594,726.2039387226105,1,1789376744.5238714,1789376744.5630245,HPOBench,blackbox,dev,100,0.0,0.0,50186.68454570324,0
blackbox/20/dev/hpobench/blackbox/tabular/ml/xgboost/146212,SMAC20_ProximityLCB_k10,6,65,66,66,"[0.6000000238418579, 0.045929204672575, 13.0, 2.1601195335388184]",None,1687321482,None,None,None,None,0.0,0.039811134338378906,750.1985473632812,1,1789376747.2458847,1789376747.2856958,HPOBench,blackbox,dev,100,0.0,0.0,50939.60510630161,0
blackbox/20/dev/hpobench/blackbox/tabular/ml/xgboost/146212,SMAC20_ProximityLCB_k10,6,66,67,67,"[0.6000000238418579, 0.045929204672575, 20.0, 2.1601195335388184]",None,1687321482,None,None,None,None,0.0,0.03927469253540039,732.7597014904022,1,1789376747.2994285,1789376747.3387032,HPOBench,blackbox,dev,100,0.0,0.0,51672.41835159809,0
blackbox/20/dev/hpobench/blackbox/tabular/ml/xgboost/146212,SMAC20_ProximityLCB_k10,6,67,68,68,"[0.30000001192092896, 1.0, 5.0, 0.4629373550415039]",None,1687321482,None,None,None,None,3.483106931383429e-05,0.03887629508972168,597.7949923371156,1,1789376747.352101,1789376747.3909774,HPOBench,blackbox,dev,100,3.483106931383429e-05,0.0,52270.26601655979,0
blackbox/20/dev/hpobench/blackbox/tabular/ml/xgboost/146212,SMAC20_ProximityLCB_k10,6,68,69,69,"[0.699999988079071, 0.0021094917319715023, 5.0, 219.45445251464844]",None,1687321482,None,None,None,None,3.483106931383429e-05,0.03892374038696289,1291.6112145279726,1,1789376747.4042792,1789376747.443203,HPOBench,blackbox,dev,100,3.483106931383429e-05,0.0,53561.929409232216,0
